feature_1,feature_2,target
-2.070231303474671,-0.9189978514461451,2
-0.35357249664369217,-1.1223929001175277,2
-1.2529339063736211,1.1842566427989631,1
1.2607683096766962,0.4171542842738074,1
0.8293832903013054,-1.3845927706952479,0
-1.409910936988211,-1.044723383048769,2
-0.44414635969719773,-0.9551288665488279,2
0.27081134884897307,1.577455002073895,1
0.6418809397718779,-1.5081370552314763,0
0.9471292664777416,-0.8643047791326527,0
-1.7354680424057274,-0.887699187350878,2
1.1487903904561863,-0.5573740207629583,0
1.2762155801991115,-0.9264416626763953,0
1.1235835372319511,-0.4088456687469496,0
0.9714642950115262,-0.9676836049566147,2
0.45607438868507966,-1.8546841950777462,0
-1.752961987572414,-0.9287648249517103,2
0.45925858011892895,0.9129102521640987,1
1.3944533752303212,-0.4425853667407674,0
1.0971666540910578,1.8088413100926994,1
1.2865051004239012,-0.46963464427712975,0
-1.2960694043944465,-0.888324746676883,2
-2.1223185683588737,-1.0180721188232724,2
0.9058095760308201,-1.4162225439023344,0
1.2377096558646807,0.11162280565043625,1
0.8278780603446754,-1.2091700824314602,0
0.1869011906559771,1.6478549587435256,1
0.7699077359114018,1.1930090949461194,1
0.981398295221967,-1.0887453246414405,0
0.25274521096849334,0.7132969018507946,1
-2.147178555355377,-0.7958545713330643,2
1.3528389738443896,0.1079309273347191,0
0.7366710129736634,-1.489259553050007,0
1.2334437808063359,-0.24435992608272594,0
-1.3580538281700794,-0.6749957105236337,1
-0.6177458892112768,1.1989128011509373,1
0.8728910608003672,-0.8033991144762814,1
-0.8358955949262223,-0.927491159106794,2
-1.76449349070879,-0.970888309005981,2
-0.3475314309397205,-1.040529701353317,2
0.6590494782332758,2.2810889351835657,1
0.40459972120553067,1.2570530056924096,1
-2.7831923186566154,-0.6898283780624515,2
0.738918848391773,-1.2841214037036806,0
2.4271774322582402,-0.3644024673779742,1
0.8562108356387359,-0.4679404093809696,1
0.7288915027316722,-1.550426260607812,0
1.0469633729869599,-1.0910936689177806,0
-1.2396932131620853,1.040082132201979,0
-0.3571313826281066,-1.0192801653334909,2
0.5379831228101901,-2.056549712787617,0
0.22464057984538466,1.366586341550927,1
-1.8604737564469478,-0.8879649820364133,2
0.09635596539000257,-0.9963619948018517,2
0.740584636749646,-1.2837862293904763,0
-0.14226064612569078,-1.268451446358294,2
0.1224470435630799,0.7424801026880854,1
-1.9738188080404817,-0.8421723815504426,1
0.9889955030432853,-0.9142474284491575,0
-0.08149611557792347,-1.1153512493166107,2
0.5681136844721295,-1.6558098568175565,0
0.8488670283161499,-1.2828882188457669,0
-1.231630424793029,-0.7550618413647762,2
-0.563654443459904,-1.019028042886664,2
1.124476073574205,-1.1194414171836078,0
-2.557542626427196,-0.6235019617527402,2
-0.9645876658434068,-1.1585321066286296,2
-2.4632352591548896,-0.9901490120078356,2
0.7921074819861704,-1.1236234887838208,0
2.035206920560781,0.5408191537117504,1
1.0663439353771802,-0.9155363471981033,0
1.3941425400040952,0.09752663779908688,0
1.3349280498823846,1.0860538417491692,1
0.31636371920390327,-1.3335159529050047,2
-0.3360905088213537,0.427705741459263,1
0.8346996149977883,-1.462020287274917,0
0.6791842070772998,-1.7079016201037307,2
1.0733183884348567,2.062580579642913,1
1.3729168789823278,-0.5506540313216121,0
1.0473524257028786,1.4925611845700013,1
-1.454817431154777,-0.9022219217413492,2
2.9617829738039054,0.07372451537289726,1
1.0024230224906232,2.17316164243645,1
1.8759235934450915,0.7515312796376749,1
-0.13313241877691662,-1.0830335745777058,2
1.2634887444995941,0.1955431925782587,1
0.2971316938728489,2.6151111512450393,1
0.4960326469643801,-1.1243178934471798,2
1.045042668134272,1.5344390612771712,1
1.2679913604764703,0.24035547565011062,1
-0.6697559075149162,-1.3380433260337419,2
-2.612971559673784,-0.7672370184867705,2
0.897319746156454,-1.5229380443894338,0
1.5274390830424727,0.7007033232840663,1
-1.2041103680449081,-0.7500832351497589,2
-1.9134805327591518,-0.8674374742944795,2
1.0073856088915267,-0.9015985965173879,0
-0.9590125370438698,-1.0026954167473978,2
-1.4414878180148287,-0.9517675044207617,2
-1.6554273171001186,-1.0331483151959053,2
-1.0039714649675693,-0.8245661469198399,2
-1.6032479484095266,-0.7686482385642461,2
-1.4386256085272864,-0.9119872930243823,2
0.16162895401139155,-0.7896865932455868,2
-0.545869856027243,-0.7856068501346567,2
1.551393269320104,0.1980065032044832,1
1.5671878070630538,0.004875438712761637,0
0.6315121334423006,-1.9602556394517436,0
-1.2608288043324885,-0.9288247820607877,2
-0.608998929559792,-0.5715679050642037,2
1.5058629290105383,0.5220019390698851,1
1.223108848305058,-0.6085475196299799,0
0.3383838130457145,1.4437695610645993,1
-2.589592347158477,-1.042390126532938,2
0.6493977446981746,0.4160868641541444,2
0.03092508667058136,0.8217500681870822,1
0.8943093332193348,-1.0340383603777703,0
-0.2913364454214509,0.41980660746201615,1
1.495833196055188,0.2863966980069216,1
-1.8220539720012758,-0.9706360288261471,2
0.5619918507355863,-1.6357911876608688,0
-1.290261209060752,-1.048455314882359,2
0.9411300107977295,0.880741171925806,1
-0.1828897401394054,-1.3197184728519924,2
0.05862907315413912,1.9199693338806076,1
0.5102789041514542,1.2012218620091621,1
0.7409346544216647,-1.3238241409793563,0
1.5473788300231375,-0.10222218355679058,0
1.1273695914958826,-0.8199909728951531,0
-0.9156618370901118,-1.167242379248489,2
1.1401695764577728,-0.582365920431301,0
1.1022952705262004,0.9356609771300317,1
-1.961794560018671,-1.0013148027650882,2
0.8915095736863128,-1.6682347002794466,0
0.7695003641998077,1.7985354766549322,1
0.9463519979027014,-1.5326606346702125,0
0.7991228674647244,-1.1093766801323421,2
0.9851096744694553,-1.151442757413839,0
0.31859298422410254,2.272589774779026,1
-1.4353970611160394,-0.9123955475328258,2
-1.3067455590765316,-1.0715006282192514,2
1.3129806136333073,-0.12419117157689252,0
1.1634576591426595,3.261305936041084,1
0.9048171369162763,-1.6356743741416033,0
0.6659899595155812,0.8571770346099653,1
1.526613787251359,-0.2086946344307088,1
0.7642540017210788,-1.7402491352225014,0
0.9416240618193861,-1.1676908817940972,0
-0.20988005904398477,-1.1535969579705194,2
1.1885076232401035,-0.7109209230553475,1
-2.176313487333359,-0.7747756616851342,2
1.370623133592196,-0.18504421084722433,0
1.3992513270286393,0.6707055174420721,2
0.8663221804697722,-1.400360615541143,0
1.2374318408215463,1.498036049303575,1
1.3452613935110738,-0.11634797664160701,1
0.4536431095493205,1.3923201297184171,1
1.1003165595610824,-0.7553786589199776,0
0.6142768411308519,0.3385825207109101,1
0.5789388965948978,0.6095955410375951,1
1.900586354111308,0.7856786065689244,1
0.9884161807008591,-0.5463019327319514,0
-0.711915209396945,-1.2798752572238479,2
-0.5006303688493541,1.0009448292967522,1
0.9187665061685801,-1.417738533065408,1
0.9138307551397217,-0.9961456827894442,0
0.18452058658891812,-1.0211798399255774,2
0.861175181916966,-1.0606278154421378,0
0.5232182686428453,-1.3565755828027826,2
-0.6698271162903036,-1.132962721399568,2
2.6346669054149072,0.9882510944912163,1
-0.5292147994652301,1.6863239809034298,1
1.2426033790308848,1.1351827148128142,1
1.0654226524771804,-0.6424224264621583,0
0.6636954073931897,1.21071957160692,1
2.091821642973223,-0.23385972607074867,1
-1.8294289428791568,-0.948724572819192,2
2.138921346763638,1.0414064889435029,1
1.3206877753314226,0.2900524585310339,1
-3.142476747298646,-0.6936481417924694,2
2.1092715839167755,-0.09384867676464315,1
0.8055176352214877,-1.3774720121569737,0
0.5645038656851149,-1.7860335640642457,0
-1.9304773049218924,-0.7964611780422391,2
2.903555268650119,0.4890849436254917,1
1.7772899687555093,1.8865496326424291,1
-1.1753977068947123,-1.0019433506259072,2
-1.9750470694776388,-0.8036728604820893,2
0.7982219824672596,1.7682405281511335,1
-1.105406722495324,-0.9334597644528055,2
-0.19493963555658644,-1.2130653461422418,2
-1.1734515063278512,-0.8084432033972625,2
-0.8140136974534703,-0.9885295765574851,1
0.9539906586450897,-1.3890013047778869,0
0.9734095935537611,0.3577471904746775,1
0.5211103555802488,-1.9298830448889235,0
-1.2227558414721666,-1.351674952156042,2
0.7198024375572113,-1.2695854887918088,0
1.1455984281367628,-1.0046367047013702,0
1.4098268355971129,0.07221511976187889,0
0.6719867743092323,-1.6555734921330818,0
1.1727186426758536,-0.6551081404361516,0
2.046521448958804,0.2686107149431255,1
-1.9048694694529145,-0.9391845074743373,2
1.1759047557963556,-0.39286439979438625,1
1.2893078479766351,-0.0790228359474816,1
1.2166701564564677,1.1887975528558405,0
1.127873241189811,-0.43045687099611096,0
1.3571312752941311,1.2810634320383882,1
-0.49943445752188753,-1.2833897583482536,0
0.9058073182986977,-1.0670086695864553,2
3.9883528369842156,-1.7091076472489353,1
1.1278808038515011,-1.1115815864732712,0
0.09975175199262765,1.654404073530117,1
-1.8393032351508896,-1.0256526520929394,2
0.7738153696398884,-1.4360537897832333,0
-1.156434176996759,-0.9737285815291854,2
0.23541834381555826,0.8955827001469391,0
-0.7964973407337961,-0.9454684724380582,2
0.8558015458992988,-1.196541651059092,0
1.0216924383604116,-1.1481213886948949,0
0.4471776047892724,-1.3529536762486691,0
0.9138928685458866,-1.1938655923745038,0
0.3254896659457145,-1.1137882821542437,0
1.3072281910978059,-0.41592766888978927,0
0.793645658859318,0.9219589037895504,1
0.8560680818167876,-1.7305903515967107,0
0.5360865867870381,0.8590565488867257,1
-0.8199402205297028,-0.7869188071257922,2
0.5244421199935281,-0.9906222856048704,2
-1.6619849073216912,-0.7882000374079872,2
0.4482507420873927,1.2834072406532955,1
-1.7858180640313142,-0.9216486338075507,2
0.9602937730588164,-0.7926602967481511,0
0.5854723501965566,-1.9508730598835298,0
0.8903387945259795,-1.4686022901249958,0
-2.0633739448021062,-1.040962026361262,2
-3.0046799999934204,-0.8709548199005048,2
-0.672059306121223,1.1003885163053209,1
0.4650170186620639,-1.97719947466453,0
0.8805671519293008,0.45022536759548837,2
0.4234319435585604,1.3935901447145702,1
1.9647702075428248,0.40835124220159935,1
1.2259613718228348,2.3891090337269274,1
1.1489200914329345,-0.6250208436773259,0
-1.4976461032838841,-1.263322867409377,1
1.3617230100792255,0.7981768833929549,1
-1.669152490681829,-1.012035552025334,2
1.1101741686374735,-0.5815444062207478,0
1.7172974234368394,0.6731851810698588,1
0.7071829395625513,-1.3607891882305285,0
0.41205882433337204,1.1540024182995006,1
1.1059002346876885,-0.7684229117488436,0
-1.098572160945736,-0.9510747265930264,2
1.3868653106646411,-0.20540196795049837,0
1.0818130966116948,-0.7743243249106332,0
0.9979280609465881,-0.8213813843042741,0
0.9922145947770444,1.6144383337671648,0
0.3237835339935531,1.264024835159752,1
-0.5743774563114077,-1.1027712827562988,2
-1.548971779439368,-0.7067225317044279,2
-0.6342477551981477,-1.275101267716636,2
-1.1733930438476456,-1.114281071829162,2
1.2274839992953022,-0.018010354293517827,0
1.3357948694030484,-0.3312184606944031,1
1.4022222598104892,1.2247135523886168,1
-1.845638769213028,-1.0052166359484038,2
-1.4643913488550375,-0.8299366908358168,2
1.7759126204675184,0.9223071577765186,1
1.256939656462948,-0.8084734011671695,0
-1.6139021978182098,-0.8922030954388224,2
0.33068901356062497,-1.8340658542205075,0
1.1033797713031626,-1.0571493969959567,0
0.6046654031751448,0.6761057349910585,1
-0.21905449241969122,-1.2760372476072224,2
0.999023130051858,-1.077676950190934,0
0.7859966892219763,-0.13426901063622476,1
-0.943479513121678,-1.2853064471878077,1
-0.3581650300307283,-1.1538736447361846,2
1.0585825181246729,-1.0067515902057071,0
